X,Y,OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO
-105.660864351999976,48.096796848000068,1130,301497,CITY OF WOLF POINT CLASS II LANDFILL,ELEVENTH AVENUE NORTH,WOLF POINT,MT,59201,NOT AVAILABLE,(406) 653-1852,MUNICIPAL,OPEN,ROOSEVELT,30085,USA,48.09679685,-105.66086435,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2018-03-28T00:00:00.000Z,IMAGERY/OTHER,2018-03-28T00:00:00.000Z,http://ci.wolf-point.mt.us/public-works/facilities/solid-waste.asp,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,3
-106.66294822499998,45.958383597000086,1131,301519,ROSEBUD COUNTY CLASS II LANDFILL,64 RAYMOND ROAD,FORSYTH,MT,59347,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,OPEN,ROSEBUD,30087,USA,45.9583836,-106.66294822,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2018-03-28T00:00:00.000Z,IMAGERY/OTHER,2018-03-28T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,372
-115.610278095999945,47.863080541000045,1132,301520,TROUT CREEK CLASS III LANDFILL,61 VINSON MILL ROAD,TROUT CREEK,MT,59874,NOT AVAILABLE,(406) 827-3482,C&D,OPEN,SANDERS,30089,USA,47.86308054,-115.6102781,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2018-03-28T00:00:00.000Z,IMAGERY/OTHER,2018-03-28T00:00:00.000Z,http://www.co.sanders.mt.us/Department_Solid_Waste.aspx,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,388
-104.594181446999983,48.758247723000075,1133,301521,SHERIDAN COUNTY LANDFILL,101 MANN ROAD,PLENTYWOOD,MT,59254,NOT AVAILABLE,(406) 765-7117,MUNICIPAL,OPEN,SHERIDAN,30091,USA,48.75824772,-104.59418145,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2018-03-28T00:00:00.000Z,IMAGERY/OTHER,2018-03-28T00:00:00.000Z,https://plus.google.com/110609836095464687366/about?gl=us&hl=en,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,17A
-112.174719529999948,47.83138486900004,1134,301491,CHOTEAU CLASS III LANDFILL,170 ROLLOFF SITE ROAD,CHOTEAU,MT,59422,NOT AVAILABLE,(406) 590-4616,C&D,OPEN,TETON,30099,USA,47.83138487,-112.17471953,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2018-03-28T00:00:00.000Z,IMAGERY/OTHER,2018-03-28T00:00:00.000Z,http://www.cityofchoteau-mt.gov/dump-hours.htm,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,323
-111.673090867,47.720169447000039,1135,301522,TETON COUNTY REFUSE DISPOSAL DISTRICT 1 - POWER,RAINBOW AVE,POWER,MT,59468,NOT AVAILABLE,(406) 271-3247,C&D,OPEN,TETON,30099,USA,47.72016945,-111.67309087,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2018-03-28T00:00:00.000Z,IMAGERY/OTHER,2018-03-28T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-111.835682756,48.512940357000041,1136,301496,CITY OF SHELBY LANDFILL,70 CITY SHOP ROAD,SHELBY,MT,59474,NOT AVAILABLE,(406) 434-5222,MUNICIPAL,OPEN,TOOLE,30101,USA,48.51294036,-111.83568276,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2018-03-28T00:00:00.000Z,IMAGERY/OTHER,2018-03-28T00:00:00.000Z,http://www.shelbymt.com/recycle-shelby/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,83
-106.564038267999976,48.187758537000029,1137,301530,VALLEY COUNTY LANDFILL,115 LANDFILL ROAD,GLASGOW,MT,59230,NOT AVAILABLE,(406) 228-4730,MUNICIPAL,OPEN,VALLEY,30105,USA,48.18775854,-106.56403827,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2018-03-28T00:00:00.000Z,IMAGERY/OTHER,2018-03-28T00:00:00.000Z,http://www.valleycountymt.net/landfill.html,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,295A
-104.163135605999969,46.995901611000072,1138,301533,WIBAUX COUNTY LANDFILL,81 MINGUS ROAD,WIBAUX,MT,59353,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,WIBAUX,30109,USA,46.99590161,-104.16313561,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2018-03-28T00:00:00.000Z,IMAGERY/OTHER,2018-03-28T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,364
-110.753488912999941,43.40140075500004,1139,562828,HORSETHIEF CANYON LANDFILL #2,5400 US 26/89/191,JACKSON,WY,83001,NOT AVAILABLE,(307) 733-7678,"MUNICIPAL, C&D",CLOSED,TETON,56039,USA,43.40140075,-110.75348891,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.tetonwyo.org/recycl/topics/landfill-closure-update/252873/,2018-03-13T00:00:00.000Z,IMAGERY/OTHER,2018-03-13T00:00:00.000Z,http://www.tetonwyo.org/recycl/topics/landfill-closure-update/252873/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,12/31/1989,NOT AVAILABLE
-110.055183304999957,42.579652313000047,1140,562838,MARBLETON-BIG PINEY LANDFILL,1MI E OF MARBLETON ON COUNTY ROAD 215,BIG PINEY,WY,83113,NOT AVAILABLE,(307) 276-5792,"MUNICIPAL, C&D",OPEN,SUBLETTE,56035,USA,42.57965231,-110.0551833,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.sublettewyo.com/index.aspx?NID=163,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,http://www.sublettewyo.com/index.aspx?NID=163,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-122.388362630999936,37.723514479000073,1141,6908,S F RECOVERY INC.,2401 INGALLS ST,SAN FRANCISCO,CA,94124,NOT AVAILABLE,(415) 830-2004,TRANSFER,OPEN,SAN FRANCISCO,06075,USA,37.72351448,-122.38836263,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,IMAGERY/OTHER,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,FLORENCE KONG,NOT AVAILABLE,38-AA-0020
-108.110213690999956,43.212039753000049,1142,562824,FREMONT COUNTY SWDD / SHOSHONI LF & TS,2.8 MI S OF TOWN ON MUSKRAT RD,SHOSHONI,WY,82649,NOT AVAILABLE,(307) 332-7040,"MUNICIPAL, C&D",OPEN,FREMONT,56013,USA,43.21203975,-108.11021369,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://trashmatters.org/?page_id=456,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,http://trashmatters.org/?page_id=456,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-108.29533155199999,42.898958176000072,1143,562823,FREMONT COUNTY SWDD / SAND DRAW LANDFILL,742 SAND DRAW RD,RIVERTON,WY,82501,NOT AVAILABLE,(307) 332-7040,"MUNICIPAL, C&D",OPEN,FREMONT,56013,USA,42.89895818,-108.29533155,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://trashmatters.org/?page_id=84,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,http://trashmatters.org/?page_id=84,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-121.393948420999934,38.526100231000044,1144,6909,SACRAMENTO RECYCLING & TRANSFER STATION,8491 FRUITRIDGE ROAD,SACRAMENTO,CA,95826,NOT AVAILABLE,(916) 379-0550,TRANSFER,OPEN,SACRAMENTO,06067,USA,38.52610023,-121.39394842,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,IMAGERY/OTHER,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"USA WASTE OF CA, INC.",NOT AVAILABLE,34-AA-0195
-110.940519559999984,41.332447990000048,1145,562854,UINTA COUNTY / EVANSTON LANDFILL,3132 COUNTY RD 108,EVANSTON,WY,82930,NOT AVAILABLE,(307) 799-5522,"MUNICIPAL, C&D",OPEN,UINTA,56041,USA,41.33244799,-110.94051956,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.uintacounty.com/index.aspx?NID=44,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,http://www.uintacounty.com/index.aspx?NID=44,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-121.673874532999932,36.69400102400003,1146,6910,"SALINAS DISPOSAL, TRANSFER & RECYCLING",1120 MADISON LANE,SALINAS,CA,93907,3206,(831) 384-5000,TRANSFER,OPEN,MONTEREY,06053,USA,36.69400102,-121.67387453,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,IMAGERY/OTHER,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"USA WASTE OF CALIFORNIA, INC.",NOT AVAILABLE,27-AA-0053
-109.480912496999963,41.504654275000057,1147,562826,GREEN RIVER LANDFILL,"UINTA AND UPLAND EXCHANGE, HIGHWAY 530",GREEN RIVER,WY,82935,NOT AVAILABLE,(307) 872-0531,"MUNICIPAL, C&D",OPEN,SWEETWATER,56037,USA,41.50465427,-109.4809125,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.cityofgreenriver.org/index.aspx?NID=129,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,http://www.cityofgreenriver.org/index.aspx?NID=129,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-109.290821997999956,41.524105248000069,1148,562849,SWEETWATER COUNTY SWDD1 / ROCK SPRINGS LANDFILL,"SR 191, 4 MI SW OF TOWN, (R105W,T18N,S20)",ROCK SPRINGS,WY,82901,NOT AVAILABLE,(307) 352-6869,"MUNICIPAL, C&D",OPEN,SWEETWATER,56037,USA,41.52410525,-109.290822,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://swswdd1.com/,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,http://swswdd1.com/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-72.882712266999988,43.056424350000043,1149,502742,STRATTON TRANSFER STATION,NOT AVAILABLE,STRATTON,VT,05360,NOT AVAILABLE,(802) 896-6184,TRANSFER,OPEN,WINDHAM,50025,USA,43.05642435,-72.88271227,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://anrweb.vt.gov/DEC/ERT/DataDump.aspx,2018-03-14T00:00:00.000Z,IMAGERY/OTHER,2018-03-14T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WH960
-118.176553623999951,33.945060020000035,1150,6911,SALT LAKE TRANSFER STATION,9599 SALT LAKE AVENUE,SOUTH GATE,CA,90280,NOT AVAILABLE,(213) 563-9590,TRANSFER,OPEN,LOS ANGELES,06037,USA,33.94506002,-118.17655362,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,IMAGERY/OTHER,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CITY OF SOUTH GATE,NOT AVAILABLE,19-AA-0837
-107.95961677799994,41.627634221000044,1151,562856,WAMSUTTER #2 LANDFILL,"PO BOX 7, PO BOX 6",WAMSUTTER,WY,82336,NOT AVAILABLE,NOT AVAILABLE,"MUNICIPAL, C&D",NOT AVAILABLE,SWEETWATER,56037,USA,41.62763422,-107.95961678,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",NOT AVAILABLE,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-120.664759352999951,38.193383507000064,1152,6912,SAN ANDREAS TRANSFER STATION,4258 SAN ANDREAS RD,SAN ANDREAS,CA,95249,NOT AVAILABLE,(209) 754-6402,TRANSFER,OPEN,CALAVERAS,06009,USA,38.19637092,-120.68148934,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,UNVERIFIED,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COUNTY OF CALAVERAS,NOT AVAILABLE,05-AA-0010
-106.765460295999958,41.453059,1153,562846,SARATOGA LANDFILL,"3 MI EAST OF SARATOGA, PO BOX 6",SARATOGA,WY,82331,NOT AVAILABLE,(307) 326-9805,"MUNICIPAL, C&D",OPEN,CARBON,56007,USA,41.453059,-106.7654603,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.saratoga.govoffice2.com/index.asp?SEC=355FB547-21A1-4377-9BCE-AB1DC9CDB9DE&Type=B_BASIC,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,http://www.saratoga.govoffice2.com/index.asp?SEC=355FB547-21A1-4377-9BCE-AB1DC9CDB9DE&Type=B_BASIC,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-121.140374552999958,36.159634172000032,1154,6913,SAN ARDO #2 TRANSFER STATION,CATTLEMAN ROAD,SAN ARDO,CA,93450,NOT AVAILABLE,(831) 755-4800,TRANSFER,OPEN,MONTEREY,06053,USA,36.15963417,-121.14037455,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,IMAGERY/OTHER,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ROSENBERG M,NOT AVAILABLE,27-AA-0018
-105.567585411999971,41.345519797000058,1155,562832,LARAMIE LANDFILL,"N 9TH ST, ~1MI N OF CITY ON W SIDE OF RD",LARAMIE,WY,82072,NOT AVAILABLE,(307) 721-5354,"MUNICIPAL, C&D",OPEN,ALBANY,56001,USA,41.3455198,-105.56758541,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://cityoflaramie.org/index.aspx?NID=267,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,http://cityoflaramie.org/index.aspx?NID=267,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-122.412762756999953,37.64048998700008,1156,6914,SAN BRUNO TRANSFER STATION,1271 MONTGOMERY AVENUE,SAN BRUNO,CA,94066,NOT AVAILABLE,(650) 583-8536,TRANSFER,OPEN,SAN MATEO,06081,USA,37.64048999,-122.41276276,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,IMAGERY/OTHER,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"SAN BRUNO GARBAGE COMPANY, INC",NOT AVAILABLE,41-AA-0014
-104.331981962999976,41.230618811000056,1157,562820,EASTERN LARAMIE COUNTY SW DISPOSAL DISTRICT,"T15N, R16W, S29",BURNS,WY,82053,NOT AVAILABLE,(307) 547-3791,"MUNICIPAL, C&D",OPEN,LARAMIE,56021,USA,41.23061881,-104.33198196,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://plus.google.com/101606332380492564611/about?gl=us&hl=en,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,https://plus.google.com/101606332380492564611/about?gl=us&hl=en,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-104.943082536999952,42.022858675000059,1158,562858,WHEATLAND #2 LANDFILL,"2 MILES SE OF WHEATLAND, END OF Y O RANCH RD",WHEATLAND,WY,82201,NOT AVAILABLE,NOT AVAILABLE,"MUNICIPAL, C&D",NOT AVAILABLE,PLATTE,56031,USA,42.02285868,-104.94308254,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",NOT AVAILABLE,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-118.45207492899999,34.285427931000065,1159,6915,SAN FERNANDO CALTRANS - LVTOP.,11930 BLUCHER AVENUE,GRANADA HILLS,CA,91344,NOT AVAILABLE,(818) 360-4195,TRANSFER,OPEN,LOS ANGELES,06037,USA,34.28841535,-118.46880492,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,UNVERIFIED,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CALIFORNIA DEPT. OF TRANSPORTATION,NOT AVAILABLE,19-AR-1229
-104.13064998599998,41.61736217300006,1160,562831,LAGRANGE LANDFILL,"COUNTY RD. TO ALBAN, OFF GOSHEN COUNTY CONNECTION",LAGRANGE,WY,82221,NOT AVAILABLE,NOT AVAILABLE,"MUNICIPAL, C&D",CLOSED,GOSHEN,56015,USA,41.61736217,-104.13064999,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.lagrangewyo.com/economic.html,2018-03-13T00:00:00.000Z,IMAGERY/OTHER,2018-03-13T00:00:00.000Z,http://www.lagrangewyo.com/economic.html,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,12/31/2011,NOT AVAILABLE
-106.525566970999989,41.880698192000061,1161,562827,HIGH COUNTY JOINT POWERS BOARD LF,"HWY 72 E., PO BOX 574",HANNA,WY,82327,NOT AVAILABLE,(307) 325-9756,"MUNICIPAL, C&D",OPEN,CARBON,56007,USA,41.88069819,-106.52556697,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://hannaheadlight.com/landfill/,2018-03-13T00:00:00.000Z,IMAGERY,2018-03-13T00:00:00.000Z,http://hannaheadlight.com/landfill/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-97.363678203999939,48.379259006000048,1162,381659,GRAFTON LANDFILL,6672 152ND AVE NE,GRAFTON,ND,58237,NOT AVAILABLE,(701) 352-1561,C&D,CLOSED,WALSH,38099,USA,48.37925901,-97.3636782,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2017-01-26T00:00:00.000Z,IMAGERY/OTHER,2018-01-09T00:00:00.000Z,http://www.walshcountydailynews.com/kxpo-news/grafton-closes-city-landfill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,1/1/2015,NOT AVAILABLE
-98.173938901999975,47.308959089000041,1163,381662,HANNAFORD LANDFILL,BRIDGE ROAD,HANNAFORD,ND,58448,NOT AVAILABLE,(701) 769-2402,C&D,OPEN,GRIGGS,38039,USA,47.30895909,-98.1739389,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2017-01-26T00:00:00.000Z,IMAGERY/OTHER,2018-01-09T00:00:00.000Z,http://www.rightawaydumpsterrentals.com/dumpster-rentals/cty/19218/north-dakota/dumpster-rental-in-hannaford-nd/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-118.433399245999965,34.276760818000071,1164,6916,SAN FERNANDO STREET MDY,11370 SAN FERNANDO ROAD,LOS ANGELES,CA,91331,NOT AVAILABLE,(213) 485-5630,TRANSFER,OPEN,LOS ANGELES,06037,USA,34.27676082,-118.43339925,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,IMAGERY/OTHER,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CITY OF LOS ANGELES BUR OF STREET MAINT,NOT AVAILABLE,19-AA-0811
-122.400024859,37.708265068000053,1165,6917,"SAN FRANCISCO RECYCLING & DISPOSAL, INC.",501 TUNNEL AVENUE,SAN FRANCISCO,CA,94005,NOT AVAILABLE,(415) 330-1400,TRANSFER,OPEN,SAN FRANCISCO,06075,USA,37.70826507,-122.40002486,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,IMAGERY/OTHER,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SUNSET PROPERTIES,NOT AVAILABLE,38-AA-0017
-98.570441288999973,46.905039211000023,1166,381666,JAMESTOWN LANDFILL,8980 35TH ST SE,JAMESTOWN,ND,58401,NOT AVAILABLE,(701) 252-5900,MUNICIPAL,OPEN,STUTSMAN,38093,USA,46.90503921,-98.57044129,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/MunicipalSolidWasteFacilities.pdf,2017-01-26T00:00:00.000Z,IMAGERY/OTHER,2018-01-09T00:00:00.000Z,http://www.jamestownnd.org/departments/public-works/sanitation-a-solid-waste,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-102.072126629999943,48.668673410000054,1167,381667,KENMARE LANDFILL,SOO ST SE,KENMARE,ND,58746,NOT AVAILABLE,(701) 385-4232,C&D,OPEN,WARD,38101,USA,48.66867341,-102.07212663,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2017-01-26T00:00:00.000Z,IMAGERY/OTHER,2018-01-09T00:00:00.000Z,http://www.kenmarend.com/kenmare-news/features/new-landfill-now-open/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-102.742559367999945,47.373525507000068,1168,381668,KILLDEER INERT WASTE LANDFILL,HIGH ST SE,KILLDEER,ND,58640,NOT AVAILABLE,(701) 764-5295,C&D,OPEN,WARD,38101,USA,47.37352551,-102.74255937,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2017-01-26T00:00:00.000Z,IMAGERY/OTHER,2018-01-09T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-98.35823179099998,48.757879955000071,1169,381669,LANGDON LANDFILL,9TH AVE SE,LANGDON,ND,58249,NOT AVAILABLE,(701) 256-3976,C&D,OPEN,CAVALIER,38017,USA,48.75787995,-98.35823179,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2017-01-26T00:00:00.000Z,IMAGERY/OTHER,2018-01-09T00:00:00.000Z,http://www.cityoflangdon.com/city_departments.html,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-122.401048026999945,37.708122299000024,1170,6918,SAN FRANCISCO SOLID WASTE TRAN & REC CNT,501 TUNNEL AVENUE,SAN FRANCISCO,CA,94005,NOT AVAILABLE,(415) 875-1000,TRANSFER,OPEN,SAN FRANCISCO,06075,USA,37.7081223,-122.40104803,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.calrecycle.ca.gov/swfacilities/directory/Search.aspx,2018-03-08T00:00:00.000Z,IMAGERY/OTHER,2018-03-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,RECOLOGY PROPERTIES INC.,NOT AVAILABLE,38-AA-0001
-97.698002737999957,46.423776063000041,1171,381670,LISBON LANDFILL,130TH AVE SE,LISBON,ND,58054,NOT AVAILABLE,(701) 683-4140,C&D,OPEN,RANSOM,38073,USA,46.42377606,-97.69800274,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2017-01-26T00:00:00.000Z,IMAGERY/OTHER,2018-01-09T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-100.896088337999956,46.867456675000028,1172,381671,MANDAN INERT WASTE LANDFILL,38TH STREET,MANDAN,ND,58554,NOT AVAILABLE,(701) 667-3240,C&D,OPEN,MORTON,38059,USA,46.86745667,-100.89608834,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2017-01-26T00:00:00.000Z,IMAGERY/OTHER,2018-01-09T00:00:00.000Z,http://www.cityofmandan.com/index.asp?Type=B_BASIC&SEC=%7B3DA423EE-81A4-4918-AAF3-23E7A19A3AE4%7D,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-97.307252452999975,47.489419211000033,1173,381672,MAYVILLE LANDFILL,152ND AVE NE,MAYVILLE,ND,58257,NOT AVAILABLE,(701) 788-2166,C&D,OPEN,TRAILL,38097,USA,47.48941921,-97.30725245,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2017-01-26T00:00:00.000Z,IMAGERY/OTHER,2018-01-09T00:00:00.000Z,http://www.mayvilleportland.com/?page=garbage,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
